NAME,FORENAME,OCCPN/STATUS,PLACE,TYPE,YEAR,FOLIO,REGISTER
SKYNNER,"John, gent.",,Brampford Speke,,1605,22,Hayes
SKYNNER,Nicholas,merchant,Tiverton,,1617,74,Weldon
SKYNNER,Thomas,husbandman,Knowstone,,1605,20,Hayes
SLADE als JAMES,Anthonie the elder,clothier,Uffculme,,1612,120,Fenner
,,,,sentence,,fol 105,
SLEE,George,merchant,Tiverton,,1614,92,Lawe
SLICE see BEALE,,,,,,,
SLOLY,John,husbandman,Eastbuckland,,1605,42,Hayes
SLOWMAN,John,yeoman,Throwleigh,,1618,55,Meade
SMITHE,John,husbandman,"Rudge, Stockland, Dor.",,1608,110,Windebanck
SMITHE,John,yeoman,Northmolten,,1614,64,Lawe
SMITHE,Richard,,Cleyhidon,,1610,39,Wingfield
SMYTHE,"Sir George, knight",,Maidworthy,,1619,26,Parker
SMYTHE,James,smith,Membury,,1607,10,Hudlestone
SMYTHE,John,husbandman,Membery,,1612,32,Fenner
SNOWE,Henry,yeoman,Halberton,,1614,11,Lawe
SNOWE,Humfry,saylor,Fremington,,1610,90,Wingfield
SNOWE,"Johan, widow",,Halberton,,1610,34,Wingfield
SNOWE,John,husbandman,North Molton,,1618,125,Meade
SNOWE,John,yeoman,Halberton,,1610,45,Wingfield
SOMER,Robert,blacksmith,Chittlehampton,,1611,98,Wood
SOUTHERN,John,yeoman,Plymouth,,1609,106,Dorset
SPECCOTT,Tristram,,"Langdon, Clawton",with sentence,1612,19,Fenner
SPECKOTT,"John, gent.",,Hurledith (Lamerton),,1605,32,Hayes
SPERKE,Nicholas,yeoman,Dunceford (Dunsford),,1606,71,Stafforde
SPICER,Christopher,merchant,Exeter,,1613,11,capell
SPICER,Michaell,,Exmouth in Littleham,,1614,23,Lawe
SPICER,Nicholas the eldest [sic],,alderman of Exeter,,1612,94,Fenner
SPILLER,William,,Yearcombe (Yarcombe),,1613,121,Capell
SPISER,"Precylla, widow",,Exeter,,1613,39,Capell
SPURWAYE,"Humfrey, gent.",,Bradniche,,1619,92,Parker
SPURWAYE,"John, gent.",,"Westcott, Okeford",,1616,71,Cope
SPURWAYE,"John, gent.",,Okeford,,1616,83,Cope
SQUIRELL,John,yeoman,"Burche, Swimbrudge",,1605,79,Hayes
STACIE,Lawrence,,Beerferris,,1618,74,Meade
STANBERIE,George,merchant,Barnestaple,,1605,12,Hayes
STANTON,William,yeoman,Hatherleigh,,1615,37,Rudd
STARRE,Thomas,yeoman,West Tingmouth,,1606,41,Stafforde
START,Thomas,mariner,Brickston (Brixham); bound for,,1617,83,Weldon
,,,"East Indies in the ""Peppercorn""",,,,
STEERE,Thomas,husbandman,Highley St Marie [farm NW of Bampton],,1613,29,Capell
STEPHEN,Thomas,husbandman,Withrudge [Witheridge),,1616,18,Cope
STEPHENS,Hugh,,(PAB Barnstaple),,1615,54,Rudd
STEPHENS,"Peter, gent.",,Molland,,1614,35,Lawe
STEPHENS,William,sailor,Paignton,,1609,101,Dorset
STOCKER,Thomas,yeoman,Widworthy,,1618,60,Meade
STONE,George,mariner,Kenton,,1617,85,Weldon
STONE,"Robert the elder, gent.",,Alphington,,1613,67,Capell
STONE,William,,Bampton (PA June will NOT registered),,1607,,
STOONE,Agnes,,Clehanger,,1617,41,Weldon
STRANGE,George the elder,shipwright,Litelham [Littleham],,1616,74,Cope
STRECHLIGH,"Nicholas, gent.",,Exeter,,1610,90,Wingfield
STRONGE,John,,Saltashe,,1617,15,Weldon
STROODE,Arthur,,Dittisham,,1612,82,Fenner
STUCKEY,John,,Abbot's Carswell (Abotskerswell),,1610,41,Wingfield
STURE,"Henry, esq.",,Muridge (?North Huish),,1605,44,Hayes
SULLOCKE,John the elder,husbandman,"Salcombe, Marlborough",,1614,118,Lawe
SUMASTER,"Henry, esq.",,Painsford (Ashprington),,1607,26,Hudlestone
SURREDGE,Thomas,yeoman,Holcombe Rogus,with sentence,1610,35,Wingfield
SWEETE,"John, gent.",,Modburye,with sentence,1614,61,Lawe
SYDYE,John,mariner,East Stonehouse,,1615,115,Rudd
SYMONDES,"Richard, esq.",,"Coxden (Chardstock), Dor.",,1611,79,Wood
TANNER,George the elder,yeoman,Farringdon,,1615,41,Rudd
TANNER,Henry,yeoman,Tiverton,,1616,42,Cope
TANNER see GOULE,,,,,,,
TAWLEY,"Thomas, gent.",,Dittisham,,1614,10,Lawe
TAYLOR,Jeffrey,,Combyntenhed,,1609,70,Dorset
TAYLOR,Robert,yeoman,Pynhoe,,1613,25,Capell
TEDBERRIE,Valentine,,"Holy Trinity, Exeter",,1617,79,Weldon
TERREY,Evan,mariner,"Hardnesse near Dartmouth, Townstall",,1606,22,Stafforde
TETHERLEYE,John,sailor,Beddifor [Bideford] (PAB over the seas),,1615,107,Rudd
THEWELL,John,,Southbrent,,1607,65,Hudlestone
THOMAS,John,yeoman,Bishop's Nimett,,1610,18,Wingfield
THOMAS,"John, gent.",,"Upton, Colompton",,1611,19,Wood
THORNE,John,,Kenton,,1609,25,Dorset
THORNE,John,husbandman,"Praunsley, Twichinge [Twitchen]",,1611,69,Wood
THORNE,John,,North Molton,,1616,107,Cope
THORNE,Michaell,husbandman,Warkleigh,,1606,61,Stafforde
TICKELL,"William the elder, gent.",,Exeter,,1613,73,Capell
TIGGINS,Richard,yeoman,Toppisham,,1619,118,Parker
TILLMAN,John,sailor,"of the ship ""Trades Increase""",,1614,70,Lawe
,,,"(PAB Kingswere, Dartmouth)",,,,
TILTE,Nicholas,clothier,Otterie St Marie,,1616,12,Cope
TOKER,Cicely,,Kenton,,1612,29,Fenner
TOKER,John,yeoman,Shedbrook (Shebbrooke) [Shobrooke],,1614,92,Lawe
TOM,Richard,,Westbuckland,,1610,68,Wingfield
TOMLEN,Richard,,(PAB Stokinteignhead),,1614,11,Lawe
TONYE,Thomas,,Ashberton,,1616,81,Cope
TOOKER,William,yeoman,"Dallwood (Stockland), Dor.",,1619,55,Parker
TOOKER als WEBB,Stephen,skynner,Exeter,,1611,77,Wood
TOOLER,William,husbandman,Ufecolme,,1606,19,Stafforde
TORRY,Philip,husbandman,"Wadbrooke, Hawkechurch, Dor.",,1605,12,Hayes
TOWSE,Bartholomew,husbandman,Lowpitt (Lupitt),,1611,11,Wood
TRELAWNY,John,merchant,Plymouth,,1617,16,Weldon
TRIPE,Hugh,yeoman,Daulishe (Dawlish),,1615,71,Rudd
TROSSE,"Grace, widow",,Exeter,,1615,90,Rudd
TROSSE,"John, gent.",,Exeter,,1618,93,Meade
TROSSE,Thomas,,[PAB Exeter],,1615,19,Rudd
TRUSCOT,Richard son of John,tailor,"(Millbrook) Maker, Devon (now Cornwall)",,1606,88,Stafforde
,"TRUSCOT of Bloflemyng,",,,,,,
,"Cornwall, deceased",,,,,,
TUCKER,John,shipwright,Stock Fleminge,,1619,43,Parker
TUCKER,Peter,,Upton Pine,,1610,77,Wingfield
TUCKER,William,weaver,Cumbdavy (Culm Davy) Hemyock,,1616,120,Cope
TUCKER see TO(O)KER,,,,,,,
TUCKWELL,George,gunner's mate,"in ship ""Bull"" (PAB Plymouth)",,1619,14,Parker
TURBERVILE,"Nicholas the elder, gent.",,Crediton,,1605,86,Hayes
TURNER,"Anne, widow",,Sidbury,,1613,46,Capell
TURPIN,John,,Woodbury (PAB over the seas),,1607,37,Hudlestone
TYDERLEIGH,John,,Exeter,,1617,58,Weldon
TYE,John,,"Saint Sidwell's, Exeter",,1611,79,Wood
UPTON,Arthur. esq.,,"Luckton (?Lupton, Brixham)",,1619,16,Parker
VALET,William,,Northam,,1606,89,Stafforde
VAUGHAN,David,mariner,Plymouth,,1608,57,Windebanck
VAUGHAN,"Hugh, esq.",,Exeter,,1607,24,Hudlestone
VENICOMBE,William,yeoman,"Kemelforde, Crediton",,1615,81,Rudd
VENNING,James,yeoman,Marledon,,1616,45,Cope
VENNING,William,yeoman,Kyngesteignton,,1618,35,Meade
VEY,John,yeoman,Bulmore (?Kilmington),,1615,12,Rudd
VICARIE,Phillip,husbandman,North Molton,,1606,13,Stafforde
VICARY,"Lawrence, gent.",,Dunxwell (Dunkeswell),,1605,16,Hayes
VINTON,William,,Withcombraleigh,,1610,96,Wingfield
VOIZIE,John,merchant,Totnes,,1608,48,Windebanck
WADHAM,"Dorothie, widow",,Edge (Branscombe),,1618,60,Meade
WAKLYE see ROCKETT,,,,,,,
WALROND,"John, esq.",,Bovye [?@ Seaton or Bovey Tracey],,1614,105,Lawe
WALTER,Roger,,Ayshberie (Ashbury),,1612,27,Fenner
WALTHAM,Gilbert,ship carpenter,Exemister now bound to sea,,1613,119,Capell
WARE,John the elder,,Crediton,sentence,1610,6,Wingfield
WARRE,"Richard the elder, gent.",,"Milverton, Devon (sic ?Somerset)",,1614,45,Lawe
WARREN,Henry,yeoman,Bradninche,,1619,1,Parker
WASHINGTON,John,mariner,Plimstock (PAB over the seas),,1618,84,Meade
WATKINS,John,,Harrowed (Horwood),,1607,21,Hudlestone
WATKINS,John,merchant,Exeter,,1610,40,Wingfield
WAYE,Richard,yeoman,Lowppytt (Luppit),,1614,63,Lawe
WAYMOTH,Henry,sayler,Churston Ferrowes [Ferrers],,1611,80,Wood
WEARE,"Johane, widow",,"Corham, Halberton",,1608,98,Windebanck
WEBB see TOOKER,,,,,,,
WEBBER,Alexander,,Okeford,,1614,104,Lawe
WEBBER,John,merchant,Exeter,,1611,6,Wood
WEBBER,John,yeoman,Broad Hempston,,1619,10,Parker
WEBBER,William,yeoman,Wylland,,1615,66,Rudd
WEST,John,yeoman - servt,to Mr John DRAKE of Ashe (South tTawton),,1614,114,Lawe
WESTHORNE,John the younger,weaver,Okeford,,1618,38,Meade
WESTOFER,"William, gent.",,Yardebury (Colyton),,1615,38,Rudd
WESTOFFER,Nicholas the elder,yeoman,"Colston, Chardstock, Dor.",,1617,104,Weldon
WHEATON,Edward,,Sydmouth,,1615,25,Rudd
WHEELER,Henry,merchant,Dartmouth,,1608,49,Windebanck
WHEELER,Thomas,,Totnes,,1610,84,Wingfield
WHELER see DAVID,,,,,,,
WHIDDON,"Fraunces, esq.",,Whiddon (Marwood),,1606,60,Stafforde
WHITEHORNE,Andrew,husbandman,Dunkeswill,,1618,94,Meade
WHITEWAY,William the elder,yeoman,"Downe Thomas, Wembury",,1615,24,Rudd
WIDLAKE see BRAYLIE,,,,,,,
WIDLAKE als BRAILY,William,,North Molton,,1615,102,Rudd
WILKEY,Willyam the younger,,Pilton,,1606,66,Stafforde
WILLIAMS,John,,Barnstaple,sentence,1607,39,Hudlestone
WILLOTHBYE,Henry,,Holcomb Burnell,,1617,1,Weldon
WILLS,John,,Totneis,,1612,89,Fenner
WILLS,John,baker,"All Hallows on the Walls, Exeter",,1616,88,Cope
WILLSON,Robert,sailor,Barnestable,,1610,52,Wingfield
WINSTON,John,mariner,Plymouth,,1618,83,Meade
WISE,John,,Kenton,,1619,96,Parker
WITCHALLS,William,saylor,Dawlish,,1612,32,Fenner
WOLNA,John,mariner,Plymouth (PAB over the seas),,1617,59,Weldon
WOOD,"John, gent.",,Eggesford,,1613,52,Capell
WOOD,John,yeoman,Neythercote; Culmestocke,,1615,85,Rudd
WOODE,Thomas,groome,Ufcolme,,1613,56,Capell
WOODCOCKE,"Margery, widow",,Uplym,,1611,11,Wood
WOODROFFE,James,merchant,Barnstable,,1609,96,Dorset
WOOLMINGTON,"Elizabeth, widow",,"Chardstocke, Dor.",,1614,107,Lawe
WOOLTON,john,M.D.,"executor of his father, John WOOLTON,",,1615,20,Rudd
,,,late Bishop of Exeter; Pilton,,,,
WORTHIE,Thomas,mariner,Combintinhed,,1610,35,Wingfield
WOTTON,"Walter, esq.",,Engleborne (Harberton),,1616,130,Cope
WOTTON,William,yeoman,"Cholwell, Harberton",,1609,15,Dorset
WYAT,William,yeoman,West Water (Axminster,,1614,40,Lawe
WYATT,Gabriel,dyer,Tyverton,,1607,81,Hudlestone
WYETT,Walter,yeoman,Axminster,,1618,7,Meade
WYKES,William,yeoman,Whimple,,1611,26,Wood
WYLSHE,"Elizabeth, widow",,Torrington Magna,,1607,75,Hudlestone
WYNE,Thomas,yeoman,Culmestock,,1614,48,Lawe
YARDE,"Joan, widow",,Byshoppes Clyst,,1610,4,Wingfield
YEATSLEY,Roger,fisherman,"Salcombe, Malborough",,1611,74,Wood
YEO,"George, esq.",,Fyeshleigh (Hatherleigh),,1607,60,Hudlestone
YONGE,John,,Coliton [Colyton],,1612,83,Fenner
